Visage,0.017094017094017096
Lycan,0.05128205128205128
Lone Druid,0.05128205128205128
Brewmaster,0.06837606837606838
Beastmaster,0.06837606837606838
Broodmother,0.08547008547008547
Elder Titan,0.11965811965811966
Io,0.1452991452991453
Dark Seer,0.1623931623931624
Arc Warden,0.23076923076923078
Shadow Demon,0.24786324786324787
Chen,0.26495726495726496
Omniknight,0.28205128205128205
Batrider,0.28205128205128205
Treant Protector,0.28205128205128205
Earth Spirit,0.2905982905982906
Gyrocopter,0.3247863247863248
Terrorblade,0.3247863247863248
Underlord,0.3333333333333333
Puck,0.3333333333333333
Night Stalker,0.3418803418803419
Enchantress,0.3418803418803419
Bane,0.3504273504273504
Meepo,0.358974358974359
Winter Wyvern,0.36752136752136755
Magnus,0.36752136752136755
Keeper of the Light,0.38461538461538464
Leshrac,0.38461538461538464
Clockwerk,0.39316239316239315
Oracle,0.41025641025641024
Undying,0.41025641025641024
Centaur Warrunner,0.41025641025641024
Outworld Devourer,0.46153846153846156
Pugna,0.47863247863247865
Death Prophet,0.47863247863247865
Timbersaw,0.48717948717948717
Naga Siren,0.48717948717948717
Chaos Knight,0.49572649572649574
Abaddon,0.5128205128205128
Dark Willow,0.5213675213675214
Luna,0.5213675213675214
Dragon Knight,0.5299145299145299
Huskar,0.5384615384615384
Phoenix,0.5470085470085471
Tusk,0.5470085470085471
Weaver,0.5641025641025641
Nyx Assassin,0.5641025641025641
Medusa,0.5726495726495726
Enigma,0.5982905982905983
Lich,0.5982905982905983
Disruptor,0.5982905982905983
Razor,0.5982905982905983
Templar Assassin,0.6068376068376068
Vengeful Spirit,0.6068376068376068
Nature's Prophet,0.6239316239316239
Phantom Lancer,0.6239316239316239
Doom,0.6239316239316239
Troll Warlord,0.6239316239316239
Tinker,0.6581196581196581
Venomancer,0.6666666666666666
Clinkz,0.6752136752136753
Techies,0.6837606837606838
Jakiro,0.6837606837606838
Ancient Apparition,0.6923076923076923
Alchemist,0.7094017094017094
Necrophos,0.7094017094017094
Tidehunter,0.717948717948718
Mars,0.7264957264957265
Queen of Pain,0.7264957264957265
Bloodseeker,0.7264957264957265
Lifestealer,0.7350427350427351
Spectre,0.7350427350427351
Ursa,0.7435897435897436
Dazzle,0.7435897435897436
Spirit Breaker,0.7521367521367521
Grimstroke,0.7606837606837606
Tiny,0.7606837606837606
Viper,0.7606837606837606
Storm Spirit,0.7777777777777778
Silencer,0.7777777777777778
Bristleback,0.8034188034188035
Bounty Hunter,0.8034188034188035
Ogre Magi,0.811965811965812
Pangolier,0.8205128205128205
Slark,0.8205128205128205
Warlock,0.8290598290598291
Slardar,0.8290598290598291
Skywrath Mage,0.8290598290598291
Axe,0.8376068376068376
Legion Commander,0.8461538461538461
Crystal Maiden,0.8461538461538461
Shadow Fiend,0.8547008547008547
Ember Spirit,0.8632478632478633
Rubick,0.8632478632478633
Sand King,0.8632478632478633
Anti-Mage,0.8632478632478633
Riki,0.8632478632478633
Zeus,0.8632478632478633
Morphling,0.8717948717948718
Witch Doctor,0.8803418803418803
Kunkka,0.8888888888888888
Lina,0.8974358974358975
Invoker,0.8974358974358975
Drow Ranger,0.8974358974358975
Faceless Void,0.8974358974358975
Mirana,0.905982905982906
Shadow Shaman,0.9145299145299145
Sven,0.9230769230769231
Sniper,0.9230769230769231
Monkey King,0.9316239316239316
Wraith King,0.9316239316239316
Phantom Assassin,0.9401709401709402
Windranger,0.9572649572649573
Earthshaker,0.9572649572649573
Juggernaut,0.9658119658119658
Lion,0.9658119658119658
Pudge,0.9743589743589743
